id,raw_transcription,path,lang,de
1937,"However, these plans were rendered obsolete nearly overnight, when over 800,000 soldiers from the Soviet's Union Red Army entered and created the Belarussian and Ukrainian fronts after invading the eastern regions of Poland in violation of the Riga Peace Treaty, the Soviet-Polish Non-Aggression Pact, and other international treaties, both bilateral and multilateral.",17498257810809617374.wav,en,"Allerdings wurden diese Pläne praktisch über Nacht obsolet, als über 800.000 Soldaten der Roten Armee der Sowjetunion einrückten und die belarussischen und ukrainischen Fronten nach der Invasion der östlichen Regionen Polens im Verstoß gegen den Rigaer Friedensvertrag, das sowjetisch-polnische Nichtangriffspakt und andere internationale Abkommen, sowohl bilaterale als auch multilaterale, schuf."
1946,"Cancellation policies vary, but as of late March most coronavirus-based cancellation policies don't extend to July 2020, when the Olympics had been scheduled.",17535235071289984666.wav,en,"Stornierungsrichtlinien variieren, aber Ende März gelten die meisten auf dem Coronavirus basierenden Stornierungsrichtlinien nicht bis Juli 2020, wenn die Olympischen Spiele geplant waren."
2002,This will allow players to control actions and movements in video games by moving the device through the air.,17541705185473334415.wav,en,"Dies wird es den Spielern ermöglichen, Aktionen und Bewegungen in Videospielen zu steuern, indem sie das Gerät durch die Luft bewegen."
1875,A full 20 percent of the water that pours out of the planet's rivers into the oceans comes from the Amazon.,17551750048021783839.wav,en,"Ein ganzer 20 Prozent des Wassers, das aus den Flüssen des Planeten in die Ozeane fließt, stammt aus dem Amazonas."
1989,"He was also engaged in engraving banknotes for many countries, recent examples of his work including the Prime Ministerial portraits on the front of the new Canadian $5 and $100 bills.",17555259562398245870.wav,en,"Er war auch mit der Gravur von Banknoten für viele Länder beschäftigt, aktuelle Beispiele seiner Arbeit sind die Porträts der Premierminister auf der Vorderseite der neuen kanadischen 5- und 100-Dollar-Noten."
1976,"Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership.",17559567402304106195.wav,en,Die Mittelreihen-Batsmen Sachin Tendulkar und Rahul Dravid haben gut gespielt und eine Partnerschaft von 100 Runs erzielt.
1762,"The disease is carried by pigs, which then migrates to humans through mosquitos.",17567046183557458641.wav,en,Die Krankheit wird von Schweinen übertragen und gelangt dann über Mücken auf den Menschen über.
1988,"During the 1920s, the prevailing attitudes of most citizens and nations was that of pacifism and isolation.",17623856607065799247.wav,en,Während der 1920er Jahre waren die vorherrschenden Einstellungen der meisten Bürger und Nationen die des Pazifismus und der Isolation.
1922,"There are of course Christian theological explanations for this tradition, but it may well be a pre-Christian Spring and Fertility ritual.",17629209318705923135.wav,en,"Es gibt natürlich christliche theologische Erklärungen für diese Tradition, aber es könnte auch ein vorchristliches Frühlings- und Fruchtbarkeitsritual sein."
1716,"Entertainment news website TMZ understands the photographer stopped his vehicle on the other side of Sepulveda Boulevard and attempted to take pictures of the police stop before crossing the road and continuing, prompting the California Highway Patrol police officer conducting the traffic stop to order him back across, twice.",17637008742317695762.wav,en,"Das Unterhaltungsnachrichten-Website TMZ versteht, dass der Fotograf sein Fahrzeug auf der anderen Seite des Sepulveda Boulevard angehalten hat und versuchte, Fotos von der Polizeikontrolle zu machen, bevor er die Straße überquerte und weiterging, was den California Highway Patrol Polizisten, der die Verkehrskontrolle durchführte, veranlasste, ihn zurücküber zu schicken, zweimal."
1948,The Three Kingdoms was one of the bloodiest eras in Ancient China’s history thousands of people died fighting to sit in the highest seat in the grand palace at Xi’an.,17656538893065595043.wav,en,"Die Drei Reiche war eine der blutigsten Epochen in der Geschichte des alten China, Tausende von Menschen starben bei Kämpfen um den höchsten Platz im prächtigen Palast in Xi'an einzunehmen."
2009,"The most readily accessible plant resources would have been the proteins accessible in leaves and legumes, but these are hard for primates like us to digest unless they are cooked.",17695442797451759106.wav,en,"Die am leichtesten zugänglichen Pflanzenressourcen wären die Proteine, die in Blättern und Hülsenfrüchten zugänglich sind, aber diese sind für Primaten wie uns schwer verdaulich, es sei denn, sie werden gekocht."
1786,The composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy (FTIR).,1770419804458122000.wav,en,"Die Zusammensetzung dieser Kristalle entspricht denen, die im Urin betroffener Haustiere mittels Infrarotspektroskopie (FTIR) verglichen wurden."
1708,Huhne has resigned and he will be replaced in the Cabinet by Ed Davey MP. Norman Lamb MP is expected to take the Business Minister job Davey is vacating.,17720519199437095973.wav,en,"Huhne ist zurückgetreten und wird im Kabinett von Ed Davey MP ersetzt. Norman Lamb MP wird voraussichtlich den Wirtschaftsministerposten übernehmen, den Davey freigibt."
1847,He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.,17722393517246760407.wav,en,"Er wurde vom stellvertretenden Premierminister Singapurs, Wong Kan Seng, empfangen und diskutierte Handels- und Terrorismusfragen mit dem Premierminister Singapurs, Lee Hsien Loong."
1816,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.",17737260257548671107.wav,en,"Duvall, der mit zwei erwachsenen Kindern verheiratet ist, hinterließ bei Miller, dem die Geschichte erzählt wurde, keinen großen Eindruck."
1724,Its renown for being an epicenter of luxury began in about 400 A.D. and lasted up until about 1100 A.D.,1774013444539766052.wav,en,Sein Ruf als Epizentrum des Luxus begann etwa im Jahr 400 n. Chr. und dauerte bis etwa 1100 n. Chr. an.
1815,The fission bomb works on the principle that it takes energy to put together a nucleus with many protons and neutrons.,17744887036120495547.wav,en,"Die Spaltbombe funktioniert nach dem Prinzip, dass Energie benötigt wird, um einen Kern mit vielen Protonen und Neutronen zusammenzusetzen."
1771,"Remember that even though music on the main stages may have finished, there may be sections of the festival that will keep playing music until late into the night.",17824557748066874904.wav,en,"Denken Sie daran, dass obwohl die Musik auf den Hauptbühnen möglicherweise beendet ist, es Abschnitte des Festivals geben könnte, die bis spät in die Nacht Musik spielen werden."
1743,"Most interpretations of technological determinism share two general ideas: that the development of technology itself follows a path largely beyond cultural or political influence, and that technology in turn has ""effects"" on societies that are inherent, rather than socially conditioned.",17837018222808398366.wav,en,"Die meisten Interpretationen des technologischen Determinismus teilen zwei allgemeine Ideen: dass die Entwicklung der Technologie selbst einen Weg verfolgt, der weitgehend jenseits kultureller oder politischer Einflüsse liegt, und dass Technologie wiederum ""Effekte"" auf Gesellschaften hat, die inhärent sind, anstatt sozial bedingt."
1706,"More traditional churches often hold an Easter Vigil on Saturday night during the Easter weekend, with the congregations often breaking into celebration at the stroke of midnight to celebrate Christ's resurrection.",17858903836434412568.wav,en,"Mehr traditionelle Kirchen halten oft eine Osterfeier am Samstagabend während des Osterwochenendes ab, wobei die Gemeinden oft um Mitternacht in Feierlichkeiten ausbrechen, um die Auferstehung Christi zu feiern."
1748,Fire rescue crews eventually doused the fire by 11:35 pm.,17867641190456170710.wav,en,Feuerwehrleute konnten das Feuer schließlich um 23:35 Uhr löschen.
1957,"He referred to the rumors as ""political chatter and silliness"".",17897122138146023259.wav,en,"Er bezeichnete die Gerüchte als ""politischen Klatsch und albernes Gerede""."
1804,The Haitian Institute for Justice and Democracy has referenced independent studies that suggest the Nepalese UN peacekeeping battalion unknowingly brought the disease to Haiti.,17901982257181767377.wav,en,"Das Haitianische Institut für Gerechtigkeit und Demokratie hat sich auf unabhängige Studien bezogen, die darauf hindeuten, dass das nepalesische UN-Friedensbataillon die Krankheit unwissentlich nach Haiti gebracht hat."
1760,"Mosasaurus was the apex predator of its time, so it feared nothing, except other mosasaurs.",17931113498862338153.wav,en,"Mosasaurus war der Spitzenprädator seiner Zeit, also fürchtete es nichts, außer anderen Mosasauriern."
1852,"Appropriate use of blogs ""can empower students to become more analytical and critical; through actively responding to Internet materials, students can define their positions in the context of others' writings as well as outline their own perspectives on particular issues (Oravec, 2002).",17991438134494400884.wav,en,"Der angemessene Einsatz von Blogs ""kann Schüler dazu befähigen, analytischer und kritischer zu werden; durch aktives Reagieren auf Internetmaterialien können Schüler ihre Positionen im Kontext anderer Schreibweisen definieren und ihre eigenen Perspektiven zu bestimmten Themen umreißen (Oravec, 2002)."
1993,"The tenth named storm of the Atlantic Hurricane season, Subtropical Storm Jerry, formed in the Atlantic Ocean today.",17993676999513479371.wav,en,"Der zehnte benannte Sturm der atlantischen Hurrikansaison, der subtropische Sturm Jerry, bildete sich heute im Atlantik."
1720,The hot chocolate is up to Belgian standards. Fruit juices are pricey but excellent.,1800879378797955911.wav,en,"Der heiße Schokolade entspricht belgischen Standards. Fruchtsäfte sind teuer, aber ausgezeichnet."
1916,"Many German baked goods also feature almonds, hazelnuts, and other tree nuts. Popular cakes often pair particularly well with a cup of strong coffee.",1803816418609037922.wav,en,"Viele deutsche Backwaren enthalten auch Mandeln, Haselnüsse und andere Baum-Nüsse. Beliebte Kuchen passen oft besonders gut zu einer Tasse starken Kaffee."
1995,"Virtual Scaffolds are internalized in the software and are meant to question, prompt, and explain procedures that may have been to challenging for the student to handle alone.",18045112717362407063.wav,en,"Virtuelle Gerüste werden in der Software internalisiert und sollen Verfahren hinterfragen, anregen und erklären, die für den Schüler möglicherweise zu herausfordernd waren, um sie alleine zu bewältigen."
